Job Role,Skills,Experience (Years),Education,Certifications,CGPA,Job Fit Score,Type,Source
Business Analyst,"Data Analysis, Tableau, Stakeholder Management",8.4,BBA in Business Analytics,Certified Business Analysis Professional,6.55,48.4,synthetic,NA
Cybersecurity Analyst,"SOC, SIEM, Network Security",0.5,MS in Information Security,CISSP,10.0,56.25,synthetic,NA
Embedded Software Engineer,"C++, C, RTOS",6.7,MS in IoT,ARM Certified Embedded Developer,6.1,40.55,synthetic,NA
Cybersecurity Analyst,"SOC, SIEM, Network Security",4.8,MS in Information Security,CEH,6.78,41.24,synthetic,NA
Product Manager,"Agile, Roadmap Planning, Scrum",7.0,BBA in Product Management,Certified Scrum Product Owner,7.12,49.46,synthetic,NA
AI/ML Engineer,"Reinforcement Learning, Computer Vision, NLP",7.8,PhD in AI,Google Professional ML Engineer,8.98,66.34,synthetic,NA
QA Engineer,"JIRA, Test Automation, JUnit",2.9,MS in Software Testing,ISTQB,8.69,51.77,synthetic,NA
Frontend Developer,"Angular, JavaScript, CSS",6.2,BS in Web Development,NA,7.52,35.66,synthetic,NA
Frontend Developer,"Angular, CSS, JavaScript",0.2,MS in UI/UX Design,NA,8.88,31.54,synthetic,NA
Database Administrator,"SQL, PostgreSQL, Database Optimization",8.8,BS in Database Management,AWS Database Specialty,7.41,56.28,synthetic,NA
DevOps Engineer,"Docker, AWS, Kubernetes",4.7,B.Tech in Information Technology,Docker Certified Associate,6.93,42.19,synthetic,NA
Backend Developer,"Spring Boot, GraphQL, Django",3.2,B.Tech in Software Engineering,NA,9.99,47.92,synthetic,NA
Cybersecurity Analyst,"Ethical Hacking, SIEM, Network Security",2.9,MS in Information Security,CEH,6.14,31.37,synthetic,NA
Cloud Engineer,"Terraform, DevOps, Azure",7.0,MS in Cloud Computing,Azure Fundamentals,7.54,52.82,synthetic,NA
Backend Developer,"Django, GraphQL, Node.js",2.1,M.Tech in Software Systems,NA,7.86,28.13,synthetic,NA
DevOps Engineer,"CI/CD, Kubernetes, Terraform",6.4,B.Tech in Information Technology,AWS Certified DevOps Engineer,5.68,36.44,synthetic,NA
Database Administrator,"MongoDB, SQL, Database Optimization",6.3,BS in Database Management,AWS Database Specialty,7.14,47.87,synthetic,NA
AI/ML Engineer,"Computer Vision, TensorFlow, Reinforcement Learning",11.3,PhD in AI,Google Professional ML Engineer,8.92,74.61,synthetic,NA
Frontend Developer,"React, CSS, Vue.js",2.4,BS in Web Development,NA,6.8,20.4,synthetic,NA
Cybersecurity Analyst,"Penetration Testing, Ethical Hacking, Network Security",4.2,MS in Information Security,CEH,6.93,40.94,synthetic,NA
Data Scientist,"Statistics, R, Deep Learning",0.0,MS in Artificial Intelligence,TensorFlow Developer,8.26,41.08,synthetic,NA
Business Analyst,"SQL, Stakeholder Management, Data Analysis",6.0,MBA in Data Analytics,Certified Business Analysis Professional,6.9,45.2,synthetic,NA
Embedded Software Engineer,"IoT, C++, Microcontrollers",5.0,MS in IoT,ARM Certified Embedded Developer,8.14,52.62,synthetic,NA
AI/ML Engineer,"Reinforcement Learning, Computer Vision, TensorFlow",0.0,MS in Deep Learning,Google Professional ML Engineer,5.51,19.08,synthetic,NA
Cloud Engineer,"Google Cloud, Azure, AWS",3.1,B.Tech in Computer Science,AWS Solutions Architect,5.98,30.59,synthetic,NA
Frontend Developer,"Angular, Vue.js, JavaScript",8.3,BS in Web Development,NA,8.51,48.83,synthetic,NA
Database Administrator,"PostgreSQL, MySQL, SQL",2.2,MS in Data Engineering,Oracle Certified DBA,6.8,34.9,synthetic,NA
Software Engineer,"C++, Data Structures, Algorithms",4.7,M.Tech in Computer Science,NA,5.45,15.35,synthetic,NA
QA Engineer,"Bug Tracking, Selenium, Test Automation",4.6,B.Tech in Computer Science,Certified Selenium Tester,8.96,58.18,synthetic,NA
Cybersecurity Analyst,"Network Security, Ethical Hacking, SOC",0.4,BS in Cybersecurity,CompTIA Security+,7.5,36.0,synthetic,NA
Business Analyst,"Excel, Stakeholder Management, Data Analysis",4.3,BBA in Business Analytics,Certified Business Analysis Professional,9.21,59.43,synthetic,NA
Full Stack Developer,"MongoDB, Django, Node.js",4.5,B.Tech in Computer Applications,NA,7.38,30.29,synthetic,NA
Cybersecurity Analyst,"Ethical Hacking, SOC, SIEM",11.6,MS in Information Security,CISSP,10.0,84.0,synthetic,NA
DevOps Engineer,"Docker, AWS, CI/CD",6.4,B.Tech in Information Technology,AWS Certified DevOps Engineer,5.51,35.08,synthetic,NA
DevOps Engineer,"Kubernetes, AWS, CI/CD",2.2,MS in Cloud Computing,Docker Certified Associate,8.1,45.3,synthetic,NA
Software Engineer,"Java, Data Structures, C++",3.2,B.Tech in Computer Science,NA,7.88,31.04,synthetic,NA
Business Analyst,"Data Analysis, Stakeholder Management, Excel",4.0,MBA in Data Analytics,Certified Business Analysis Professional,9.22,58.76,synthetic,NA
Cloud Engineer,"Google Cloud, Azure, AWS",8.0,MS in Cloud Computing,Azure Fundamentals,7.82,57.56,synthetic,NA
DevOps Engineer,"Docker, AWS, CI/CD",2.0,B.Tech in Information Technology,Docker Certified Associate,7.18,37.44,synthetic,NA
Data Scientist,"Statistics, Python, R",3.2,BS in Data Science,AWS Machine Learning,7.43,42.44,synthetic,NA
DevOps Engineer,"CI/CD, Docker, Terraform",6.4,MS in Cloud Computing,Docker Certified Associate,9.36,65.88,synthetic,NA
DevOps Engineer,"Docker, Kubernetes, CI/CD",10.2,MS in Cloud Computing,Docker Certified Associate,7.46,60.18,synthetic,NA
Full Stack Developer,"MongoDB, React, Django",6.1,MS in Full Stack Development,NA,8.66,44.53,synthetic,NA
Data Scientist,"Statistics, Python, Deep Learning",4.4,BS in Data Science,AWS Machine Learning,5.08,26.64,synthetic,NA
QA Engineer,"JIRA, JUnit, Selenium",3.4,B.Tech in Computer Science,Certified Selenium Tester,10.0,63.5,synthetic,NA
QA Engineer,"Test Automation, JIRA, JUnit",3.0,MS in Software Testing,Certified Selenium Tester,8.22,48.26,synthetic,NA
Backend Developer,"GraphQL, Spring Boot, Node.js",3.1,M.Tech in Software Systems,NA,6.32,18.31,synthetic,NA
QA Engineer,"JUnit, Test Automation, Selenium",5.4,B.Tech in Computer Science,ISTQB,6.62,41.46,synthetic,NA
Frontend Developer,"CSS, Angular, React",3.7,BS in Web Development,NA,6.46,20.93,synthetic,NA
Database Administrator,"Database Optimization, SQL, MongoDB",3.2,BS in Database Management,Oracle Certified DBA,7.2,40.6,synthetic,NA
Database Administrator,"PostgreSQL, MySQL, MongoDB",7.4,MS in Data Engineering,AWS Database Specialty,5.33,36.14,synthetic,NA
QA Engineer,"Bug Tracking, Test Automation, JUnit",5.7,B.Tech in Computer Science,ISTQB,8.04,53.57,synthetic,NA
Business Analyst,"Data Analysis, Stakeholder Management, SQL",5.3,MBA in Data Analytics,Certified Business Analysis Professional,10.0,68.25,synthetic,NA
Full Stack Developer,"Node.js, React, Express",5.5,B.Tech in Computer Applications,NA,8.04,38.07,synthetic,NA
Frontend Developer,"React, Angular, CSS",8.8,BS in Web Development,NA,7.19,39.52,synthetic,NA
Full Stack Developer,"React, Django, MongoDB",1.2,B.Tech in Computer Applications,NA,9.09,35.72,synthetic,NA
Database Administrator,"Database Optimization, MongoDB, MySQL",8.5,MS in Data Engineering,AWS Database Specialty,7.89,59.37,synthetic,NA
Cybersecurity Analyst,"Penetration Testing, SIEM, Ethical Hacking",3.7,BS in Cybersecurity,CISSP,6.17,33.61,synthetic,NA
Backend Developer,"GraphQL, Flask, Node.js",4.3,M.Tech in Software Systems,NA,5.34,13.47,synthetic,NA
DevOps Engineer,"Docker, CI/CD, AWS",5.3,B.Tech in Information Technology,AWS Certified DevOps Engineer,6.5,40.25,synthetic,NA
Frontend Developer,"CSS, JavaScript, Angular",1.4,BS in Web Development,NA,7.52,23.66,synthetic,NA
Database Administrator,"SQL, MySQL, PostgreSQL",12.5,BS in Database Management,Oracle Certified DBA,7.49,66.17,synthetic,NA
Full Stack Developer,"React, Express, Django",8.7,B.Tech in Computer Applications,NA,6.41,33.03,synthetic,NA
DevOps Engineer,"Terraform, AWS, Docker",0.0,MS in Cloud Computing,AWS Certified DevOps Engineer,5.29,17.32,synthetic,NA
Business Analyst,"Stakeholder Management, SQL, Data Analysis",6.6,MBA in Data Analytics,Certified Business Analysis Professional,9.63,68.54,synthetic,NA
Cloud Engineer,"Google Cloud, DevOps, Terraform",8.9,B.Tech in Computer Science,Azure Fundamentals,9.79,75.57,synthetic,NA
Backend Developer,"Django, Spring Boot, GraphQL",3.4,B.Tech in Software Engineering,NA,7.51,28.58,synthetic,NA
Embedded Software Engineer,"IoT, C, Microcontrollers",7.6,MS in IoT,ARM Certified Embedded Developer,7.55,54.4,synthetic,NA
AI/ML Engineer,"NLP, Reinforcement Learning, TensorFlow",4.5,MS in Deep Learning,Google Professional ML Engineer,7.06,42.73,synthetic,NA
Database Administrator,"PostgreSQL, Database Optimization, SQL",3.2,MS in Data Engineering,AWS Database Specialty,9.02,55.16,synthetic,NA
Backend Developer,"Node.js, Flask, GraphQL",3.4,B.Tech in Software Engineering,NA,8.59,37.22,synthetic,NA
QA Engineer,"JIRA, JUnit, Bug Tracking",9.7,MS in Software Testing,Certified Selenium Tester,10.0,79.25,synthetic,NA
Product Manager,"Roadmap Planning, User Research, Agile",3.5,MBA in Technology Management,Certified Scrum Product Owner,7.39,42.87,synthetic,NA
Frontend Developer,"Vue.js, Angular, React",1.0,MS in UI/UX Design,NA,6.77,16.66,synthetic,NA
DevOps Engineer,"CI/CD, Docker, Terraform",3.4,B.Tech in Information Technology,AWS Certified DevOps Engineer,6.84,38.22,synthetic,NA
Full Stack Developer,"Express, MongoDB, Django",1.4,B.Tech in Computer Applications,NA,7.96,27.18,synthetic,NA
Cloud Engineer,"AWS, Terraform, Google Cloud",7.2,B.Tech in Computer Science,Azure Fundamentals,6.4,44.2,synthetic,NA
QA Engineer,"JUnit, Bug Tracking, Test Automation",3.5,MS in Software Testing,ISTQB,9.41,59.03,synthetic,NA
Business Analyst,"Data Analysis, Stakeholder Management, Excel",4.7,BBA in Business Analytics,Certified Business Analysis Professional,8.3,53.15,synthetic,NA
AI/ML Engineer,"NLP, Reinforcement Learning, Computer Vision",0.0,PhD in AI,Deep Learning Specialization,7.44,34.52,synthetic,NA
AI/ML Engineer,"PyTorch, TensorFlow, Computer Vision",0.7,MS in Deep Learning,Deep Learning Specialization,5.87,23.71,synthetic,NA
Database Administrator,"Database Optimization, SQL, MySQL",0.0,MS in Data Engineering,AWS Database Specialty,7.76,37.08,synthetic,NA
Full Stack Developer,"Node.js, React, Express",6.1,MS in Full Stack Development,NA,8.11,40.13,synthetic,NA
Full Stack Developer,"MongoDB, Node.js, Django",0.6,MS in Full Stack Development,NA,6.31,11.98,synthetic,NA
System Administrator,"Firewall, Windows Server, Bash Scripting",9.1,MS in Systems Engineering,Microsoft Certified Solutions Expert,7.11,54.63,synthetic,NA
Frontend Developer,"React, JavaScript, CSS",8.3,BS in Web Development,NA,6.47,32.51,synthetic,NA
Software Engineer,"C++, Data Structures, Python",5.0,BS in Software Engineering,NA,7.46,32.18,synthetic,NA
Data Scientist,"Machine Learning, Deep Learning, R",0.1,BS in Data Science,AWS Machine Learning,8.45,42.85,synthetic,NA
Business Analyst,"Tableau, SQL, Data Analysis",1.1,MBA in Data Analytics,Certified Business Analysis Professional,7.32,36.31,synthetic,NA
Software Engineer,"Python, Java, C++",4.4,BS in Software Engineering,NA,5.81,17.48,synthetic,NA
Backend Developer,"Spring Boot, Node.js, GraphQL",2.6,B.Tech in Software Engineering,NA,6.67,19.86,synthetic,NA
Software Engineer,"Data Structures, Python, C++",0.0,M.Tech in Computer Science,NA,5.88,7.04,synthetic,NA
Full Stack Developer,"Django, Express, Node.js",6.2,B.Tech in Computer Applications,NA,6.88,30.54,synthetic,NA
Full Stack Developer,"Express, Django, MongoDB",0.0,MS in Full Stack Development,NA,8.73,29.84,synthetic,NA
Software Engineer,"C++, Data Structures, Java",4.8,B.Tech in Computer Science,NA,8.57,40.56,synthetic,NA
Database Administrator,"PostgreSQL, MongoDB, MySQL",5.3,MS in Data Engineering,Oracle Certified DBA,7.56,48.73,synthetic,NA
Full Stack Developer,"MongoDB, Django, Node.js",4.4,MS in Full Stack Development,NA,6.63,24.04,synthetic,NA
Cybersecurity Analyst,"Ethical Hacking, Network Security, SOC",2.2,MS in Information Security,CEH,6.49,32.42,synthetic,NA
Cloud Engineer,"DevOps, Azure, Google Cloud",5.5,MS in Cloud Computing,AWS Solutions Architect,8.4,55.95,synthetic,NA
Embedded Software Engineer,"IoT, C++, C",11.2,MS in IoT,ARM Certified Embedded Developer,8.54,71.32,synthetic,NA
Data Scientist,"Deep Learning, R, Statistics",2.4,MS in Artificial Intelligence,TensorFlow Developer,7.91,44.28,synthetic,NA
Cloud Engineer,"DevOps, Terraform, Azure",3.0,MS in Cloud Computing,Azure Fundamentals,7.02,38.66,synthetic,NA
System Administrator,"Linux, Windows Server, Firewall",2.5,BS in IT Administration,Microsoft Certified Solutions Expert,7.27,39.41,synthetic,NA
Cloud Engineer,"AWS, Google Cloud, Azure",6.6,B.Tech in Computer Science,Azure Fundamentals,6.74,45.42,synthetic,NA
Cybersecurity Analyst,"Penetration Testing, Network Security, SIEM",5.6,BS in Cybersecurity,CISSP,5.67,34.36,synthetic,NA
Backend Developer,"GraphQL, Node.js, Flask",6.3,B.Tech in Software Engineering,NA,8.47,43.51,synthetic,NA
Frontend Developer,"React, JavaScript, CSS",3.4,MS in UI/UX Design,NA,8.92,39.86,synthetic,NA
Product Manager,"User Research, Scrum, Agile",3.7,MBA in Technology Management,Certified Scrum Product Owner,8.09,48.97,synthetic,NA
System Administrator,"Firewall, Bash Scripting, Networking",2.3,MS in Systems Engineering,Microsoft Certified Solutions Expert,5.75,26.75,synthetic,NA
System Administrator,"Windows Server, Bash Scripting, Networking",2.2,MS in Systems Engineering,Microsoft Certified Solutions Expert,8.32,47.06,synthetic,NA
Embedded Software Engineer,"IoT, C++, C",7.9,MS in IoT,ARM Certified Embedded Developer,7.47,54.51,synthetic,NA
Data Scientist,"R, Statistics, Machine Learning",5.2,MS in Artificial Intelligence,AWS Machine Learning,8.32,54.56,synthetic,NA
Product Manager,"Agile, Scrum, Roadmap Planning",4.2,BBA in Product Management,Certified Scrum Product Owner,5.0,25.5,synthetic,NA
Database Administrator,"MongoDB, PostgreSQL, SQL",7.3,BS in Database Management,AWS Database Specialty,6.48,45.09,synthetic,NA
Frontend Developer,"Angular, CSS, React",4.5,BS in Web Development,NA,5.0,11.25,synthetic,NA
Cloud Engineer,"Azure, DevOps, Google Cloud",7.4,B.Tech in Computer Science,Azure Fundamentals,7.7,55.1,synthetic,NA
QA Engineer,"Test Automation, JUnit, Selenium",6.5,B.Tech in Computer Science,ISTQB,7.59,51.97,synthetic,NA
System Administrator,"Networking, Firewall, Linux",2.5,MS in Systems Engineering,Microsoft Certified Solutions Expert,10.0,61.25,synthetic,NA
Frontend Developer,"React, CSS, JavaScript",6.2,MS in UI/UX Design,NA,7.26,33.58,synthetic,NA
QA Engineer,"Selenium, JIRA, Bug Tracking",7.9,MS in Software Testing,ISTQB,9.11,67.63,synthetic,NA
DevOps Engineer,"CI/CD, AWS, Terraform",4.6,MS in Cloud Computing,AWS Certified DevOps Engineer,7.02,42.66,synthetic,NA
Cybersecurity Analyst,"Ethical Hacking, Network Security, SIEM",8.0,MS in Information Security,CEH,5.3,37.4,synthetic,NA
Embedded Software Engineer,"RTOS, Microcontrollers, IoT",9.6,MS in IoT,ARM Certified Embedded Developer,7.83,61.64,synthetic,NA
Full Stack Developer,"React, Node.js, Django",5.9,MS in Full Stack Development,NA,8.54,43.07,synthetic,NA
Cybersecurity Analyst,"Ethical Hacking, SOC, Penetration Testing",6.0,BS in Cybersecurity,CISSP,6.67,43.36,synthetic,NA
AI/ML Engineer,"PyTorch, Computer Vision, NLP",6.1,BS in AI & ML,Deep Learning Specialization,7.79,52.57,synthetic,NA
Backend Developer,"GraphQL, Flask, Spring Boot",2.8,B.Tech in Software Engineering,NA,8.1,31.8,synthetic,NA
Product Manager,"JIRA, User Research, Scrum",5.2,MBA in Technology Management,Certified Scrum Product Owner,5.67,33.36,synthetic,NA
Product Manager,"Roadmap Planning, User Research, Scrum",7.0,BBA in Product Management,Certified Scrum Product Owner,7.95,56.1,synthetic,NA
Backend Developer,"GraphQL, Django, Node.js",1.7,M.Tech in Software Systems,NA,5.88,11.29,synthetic,NA
AI/ML Engineer,"PyTorch, TensorFlow, Computer Vision",7.3,MS in Deep Learning,Deep Learning Specialization,7.94,56.77,synthetic,NA
Data Scientist,"R, Deep Learning, Statistics",3.7,BS in Data Science,TensorFlow Developer,6.26,34.33,synthetic,NA
DevOps Engineer,"Terraform, Kubernetes, CI/CD",3.6,B.Tech in Information Technology,Docker Certified Associate,8.1,48.8,synthetic,NA
DevOps Engineer,"CI/CD, Kubernetes, Terraform",5.1,MS in Cloud Computing,AWS Certified DevOps Engineer,9.4,62.95,synthetic,NA
Cloud Engineer,"Azure, DevOps, Terraform",8.8,MS in Cloud Computing,Azure Fundamentals,7.31,55.48,synthetic,NA
Software Engineer,"Algorithms, Python, Data Structures",3.6,B.Tech in Computer Science,NA,8.95,40.6,synthetic,NA
Embedded Software Engineer,"Microcontrollers, IoT, RTOS",4.1,B.Tech in Embedded Systems,ARM Certified Embedded Developer,9.05,57.65,synthetic,NA
Software Engineer,"Data Structures, Python, Algorithms",2.4,BS in Software Engineering,NA,8.45,33.6,synthetic,NA
Product Manager,"User Research, Scrum, JIRA",8.1,BBA in Product Management,Certified Scrum Product Owner,7.36,54.13,synthetic,NA
Cybersecurity Analyst,"Penetration Testing, Ethical Hacking, SOC",7.5,BS in Cybersecurity,CISSP,7.82,56.31,synthetic,NA
Backend Developer,"Flask, Spring Boot, Node.js",7.6,M.Tech in Software Systems,NA,6.69,32.52,synthetic,NA
DevOps Engineer,"Terraform, AWS, Kubernetes",0.0,B.Tech in Information Technology,AWS Certified DevOps Engineer,7.68,36.44,synthetic,NA
Business Analyst,"Tableau, Data Analysis, SQL",2.2,MBA in Data Analytics,Certified Business Analysis Professional,6.37,31.46,synthetic,NA
Data Scientist,"Machine Learning, Statistics, Python",5.7,BS in Data Science,AWS Machine Learning,10.0,69.25,synthetic,NA
Software Engineer,"Algorithms, Java, C++",2.8,BS in Software Engineering,NA,5.96,14.68,synthetic,NA
Cybersecurity Analyst,"Penetration Testing, SOC, Ethical Hacking",6.4,MS in Information Security,CEH,7.36,49.88,synthetic,NA
Database Administrator,"Database Optimization, MySQL, PostgreSQL",0.7,BS in Database Management,Oracle Certified DBA,5.41,20.03,synthetic,NA
DevOps Engineer,"Kubernetes, Docker, Terraform",3.8,MS in Cloud Computing,Docker Certified Associate,7.15,41.7,synthetic,NA
Cybersecurity Analyst,"Ethical Hacking, SOC, Penetration Testing",2.2,BS in Cybersecurity,CompTIA Security+,8.72,50.26,synthetic,NA
DevOps Engineer,"Docker, CI/CD, Terraform",8.5,B.Tech in Information Technology,AWS Certified DevOps Engineer,8.99,68.17,synthetic,NA
Product Manager,"JIRA, User Research, Roadmap Planning",4.5,MBA in Technology Management,Certified Scrum Product Owner,7.19,43.77,synthetic,NA
Data Scientist,"Statistics, Deep Learning, Machine Learning",2.1,BS in Data Science,AWS Machine Learning,6.93,35.69,synthetic,NA
QA Engineer,"Bug Tracking, JUnit, Selenium",2.4,MS in Software Testing,ISTQB,6.33,31.64,synthetic,NA
Embedded Software Engineer,"Microcontrollers, C, IoT",6.7,MS in IoT,ARM Certified Embedded Developer,6.31,42.23,synthetic,NA
AI/ML Engineer,"Computer Vision, NLP, TensorFlow",4.9,BS in AI & ML,Google Professional ML Engineer,7.8,49.65,synthetic,NA
Backend Developer,"Node.js, GraphQL, Spring Boot",4.7,M.Tech in Software Systems,NA,9.74,49.67,synthetic,NA
Cybersecurity Analyst,"SOC, SIEM, Penetration Testing",8.3,MS in Information Security,CompTIA Security+,8.32,62.31,synthetic,NA
DevOps Engineer,"Kubernetes, AWS, Docker",8.3,MS in Cloud Computing,Docker Certified Associate,7.56,56.23,synthetic,NA
Product Manager,"JIRA, User Research, Agile",3.8,BBA in Product Management,Certified Scrum Product Owner,6.67,37.86,synthetic,NA
System Administrator,"Bash Scripting, Firewall, Networking",0.4,MS in Systems Engineering,Red Hat Certified Engineer,8.21,41.68,synthetic,NA
Cloud Engineer,"AWS, Google Cloud, Terraform",8.1,B.Tech in Computer Science,AWS Solutions Architect,8.28,61.49,synthetic,NA
Embedded Software Engineer,"RTOS, Microcontrollers, C++",3.1,MS in IoT,ARM Certified Embedded Developer,7.52,42.91,synthetic,NA
System Administrator,"Bash Scripting, Networking, Firewall",8.7,BS in IT Administration,Microsoft Certified Solutions Expert,5.25,38.75,synthetic,NA
DevOps Engineer,"Kubernetes, Docker, CI/CD",5.4,B.Tech in Information Technology,Docker Certified Associate,7.32,47.06,synthetic,NA
Database Administrator,"SQL, PostgreSQL, MySQL",7.2,BS in Database Management,AWS Database Specialty,6.1,41.8,synthetic,NA
Software Engineer,"Algorithms, Data Structures, Python",3.6,M.Tech in Computer Science,NA,6.97,24.76,synthetic,NA
Embedded Software Engineer,"C, IoT, RTOS",11.7,B.Tech in Embedded Systems,ARM Certified Embedded Developer,8.68,73.69,synthetic,NA
Embedded Software Engineer,"C, RTOS, Microcontrollers",10.7,MS in IoT,ARM Certified Embedded Developer,8.0,65.75,synthetic,NA
Backend Developer,"Django, Flask, GraphQL",4.3,M.Tech in Software Systems,NA,6.5,22.75,synthetic,NA
Backend Developer,"Spring Boot, Node.js, Flask",5.7,B.Tech in Software Engineering,NA,7.23,32.09,synthetic,NA
Product Manager,"Agile, Scrum, JIRA",6.6,MBA in Technology Management,Certified Scrum Product Owner,8.32,58.06,synthetic,NA
Embedded Software Engineer,"C, RTOS, C++",1.8,B.Tech in Embedded Systems,ARM Certified Embedded Developer,6.52,31.66,synthetic,NA
Embedded Software Engineer,"C, Microcontrollers, IoT",5.1,B.Tech in Embedded Systems,ARM Certified Embedded Developer,8.18,53.19,synthetic,NA
Cybersecurity Analyst,"SOC, Penetration Testing, Network Security",4.2,MS in Information Security,CompTIA Security+,7.51,45.58,synthetic,NA
Backend Developer,"Flask, Django, GraphQL",2.1,M.Tech in Software Systems,NA,9.59,41.97,synthetic,NA
AI/ML Engineer,"Computer Vision, TensorFlow, NLP",5.0,BS in AI & ML,Google Professional ML Engineer,9.0,59.5,synthetic,NA
Business Analyst,"Tableau, Excel, Data Analysis",4.5,MBA in Data Analytics,Certified Business Analysis Professional,6.51,38.33,synthetic,NA
QA Engineer,"Selenium, JUnit, Bug Tracking",7.3,B.Tech in Computer Science,Certified Selenium Tester,7.61,54.13,synthetic,NA
QA Engineer,"Selenium, JUnit, Test Automation",4.7,B.Tech in Computer Science,Certified Selenium Tester,5.22,28.51,synthetic,NA
Data Scientist,"Python, Deep Learning, Machine Learning",7.9,PhD in Machine Learning,TensorFlow Developer,7.39,53.87,synthetic,NA
System Administrator,"Firewall, Bash Scripting, Linux",6.9,MS in Systems Engineering,Microsoft Certified Solutions Expert,7.56,52.73,synthetic,NA
Embedded Software Engineer,"C, Microcontrollers, C++",7.9,B.Tech in Embedded Systems,ARM Certified Embedded Developer,6.58,47.39,synthetic,NA
Business Analyst,"Stakeholder Management, Tableau, SQL",7.0,BBA in Business Analytics,Certified Business Analysis Professional,7.76,54.58,synthetic,NA
DevOps Engineer,"AWS, Docker, Kubernetes",6.1,MS in Cloud Computing,Docker Certified Associate,7.7,51.85,synthetic,NA
Full Stack Developer,"React, Django, Express",6.3,MS in Full Stack Development,NA,7.38,34.79,synthetic,NA
Embedded Software Engineer,"Microcontrollers, C, C++",0.9,MS in IoT,ARM Certified Embedded Developer,8.79,47.57,synthetic,NA
Embedded Software Engineer,"C, IoT, Microcontrollers",8.4,B.Tech in Embedded Systems,ARM Certified Embedded Developer,8.45,63.6,synthetic,NA
Data Scientist,"Python, Statistics, R",9.0,BS in Data Science,TensorFlow Developer,8.31,63.98,synthetic,NA
Embedded Software Engineer,"C, Microcontrollers, RTOS",1.3,MS in IoT,ARM Certified Embedded Developer,7.41,37.53,synthetic,NA
Database Administrator,"MongoDB, PostgreSQL, SQL",8.7,BS in Database Management,AWS Database Specialty,6.31,47.23,synthetic,NA
QA Engineer,"JUnit, Selenium, Bug Tracking",8.8,B.Tech in Computer Science,ISTQB,7.25,55.0,synthetic,NA
DevOps Engineer,"Kubernetes, AWS, Docker",0.1,B.Tech in Information Technology,Docker Certified Associate,6.01,23.33,synthetic,NA
Cybersecurity Analyst,"SOC, Penetration Testing, Network Security",7.0,BS in Cybersecurity,CISSP,6.83,47.14,synthetic,NA
QA Engineer,"Bug Tracking, Test Automation, Selenium",8.1,MS in Software Testing,ISTQB,7.67,56.61,synthetic,NA
Cybersecurity Analyst,"Network Security, SIEM, SOC",7.9,MS in Information Security,CISSP,10.0,74.75,synthetic,NA
Cybersecurity Analyst,"Ethical Hacking, SIEM, Network Security",7.5,MS in Information Security,CompTIA Security+,7.1,50.55,synthetic,NA
Business Analyst,"Data Analysis, SQL, Tableau",8.2,BBA in Business Analytics,Certified Business Analysis Professional,8.31,61.98,synthetic,NA
Full Stack Developer,"MongoDB, Node.js, React",5.2,MS in Full Stack Development,NA,6.38,24.04,synthetic,NA
Embedded Software Engineer,"C++, C, RTOS",8.8,MS in IoT,ARM Certified Embedded Developer,7.79,59.32,synthetic,NA
Database Administrator,"PostgreSQL, SQL, MySQL",2.2,MS in Data Engineering,Oracle Certified DBA,8.06,44.98,synthetic,NA
Business Analyst,"Tableau, Excel, Stakeholder Management",0.0,BBA in Business Analytics,Certified Business Analysis Professional,6.95,30.6,synthetic,NA
DevOps Engineer,"Kubernetes, Docker, AWS",7.9,B.Tech in Information Technology,Docker Certified Associate,7.48,54.59,synthetic,NA
DevOps Engineer,"AWS, Terraform, Docker",5.2,B.Tech in Information Technology,AWS Certified DevOps Engineer,8.98,59.84,synthetic,NA
Cloud Engineer,"Google Cloud, Terraform, DevOps",4.0,B.Tech in Computer Science,Azure Fundamentals,7.5,45.0,synthetic,NA
Cybersecurity Analyst,"SOC, Network Security, SIEM",3.8,MS in Information Security,CISSP,6.39,35.62,synthetic,NA
AI/ML Engineer,"Reinforcement Learning, PyTorch, Computer Vision",6.6,MS in Deep Learning,Deep Learning Specialization,7.85,54.3,synthetic,NA
AI/ML Engineer,"Reinforcement Learning, PyTorch, TensorFlow",10.7,MS in Deep Learning,Deep Learning Specialization,7.31,60.23,synthetic,NA
AI/ML Engineer,"Reinforcement Learning, Computer Vision, NLP",8.4,PhD in AI,Google Professional ML Engineer,9.21,69.68,synthetic,NA
Business Analyst,"SQL, Stakeholder Management, Tableau",1.4,BBA in Business Analytics,Certified Business Analysis Professional,8.07,43.06,synthetic,NA
System Administrator,"Networking, Windows Server, Bash Scripting",7.1,MS in Systems Engineering,Microsoft Certified Solutions Expert,6.42,44.11,synthetic,NA
QA Engineer,"JUnit, JIRA, Selenium",4.0,MS in Software Testing,Certified Selenium Tester,6.08,33.64,synthetic,NA
AI/ML Engineer,"NLP, Computer Vision, Reinforcement Learning",1.8,PhD in AI,Google Professional ML Engineer,6.49,31.42,synthetic,NA
Embedded Software Engineer,"C, IoT, Microcontrollers",4.8,B.Tech in Embedded Systems,ARM Certified Embedded Developer,7.23,44.84,synthetic,NA
Data Scientist,"Deep Learning, Statistics, Python",3.3,MS in Artificial Intelligence,AWS Machine Learning,6.82,37.81,synthetic,NA
Database Administrator,"MongoDB, Database Optimization, SQL",1.9,BS in Database Management,Oracle Certified DBA,6.59,32.47,synthetic,NA
