Job Role,Skills,Experience (Years),Education,Certifications,CGPA,Job Fit Score,Type,Source
QA Engineer,"Bug Tracking, JIRA, Test Automation",3.2,MS in Software Testing,Certified Selenium Tester,6.55,8.93,synthetic,NA
System Administrator,"Linux, Firewall, Bash Scripting",1.9,MS in Systems Engineering,Microsoft Certified Solutions Expert,7.39,10.93,synthetic,NA
AI/ML Engineer,"TensorFlow, NLP, Computer Vision",6.3,MS in Deep Learning,Google Professional ML Engineer,5.9,8.22,synthetic,NA
Product Manager,"Agile, User Research, Roadmap Planning",0.0,MBA in Technology Management,Certified Scrum Product Owner,9.26,15.78,synthetic,NA
Business Analyst,"Excel, Tableau, Data Analysis",5.7,BBA in Business Analytics,Certified Business Analysis Professional,6.45,9.63,synthetic,NA
Product Manager,"User Research, Roadmap Planning, JIRA",8.2,BBA in Product Management,Certified Scrum Product Owner,7.24,13.0,synthetic,NA
Product Manager,"JIRA, Agile, Roadmap Planning",11.0,MBA in Technology Management,Certified Scrum Product Owner,8.25,17.15,synthetic,NA
Software Engineer,"Algorithms, C++, Data Structures",5.8,B.Tech in Computer Science,NA,7.67,10.33,synthetic,NA
Frontend Developer,"React, Angular, JavaScript",4.8,BS in Web Development,NA,5.57,3.63,synthetic,NA
DevOps Engineer,"Kubernetes, CI/CD, AWS",12.5,MS in Cloud Computing,AWS Certified DevOps Engineer,7.05,14.15,synthetic,NA
System Administrator,"Bash Scripting, Linux, Firewall",7.1,BS in IT Administration,Red Hat Certified Engineer,10.0,20.84,synthetic,NA
Data Scientist,"R, Deep Learning, Statistics",7.2,BS in Data Science,TensorFlow Developer,8.82,17.34,synthetic,NA
Software Engineer,"Java, Data Structures, C++",4.7,M.Tech in Computer Science,NA,7.08,8.12,synthetic,NA
Product Manager,"User Research, Scrum, Roadmap Planning",8.2,BBA in Product Management,Certified Scrum Product Owner,5.22,6.94,synthetic,NA
Business Analyst,"Stakeholder Management, Tableau, Data Analysis",0.4,BBA in Business Analytics,Certified Business Analysis Professional,6.77,8.47,synthetic,NA
Product Manager,"Roadmap Planning, Agile, Scrum",3.7,BBA in Product Management,Certified Scrum Product Owner,6.33,8.47,synthetic,NA
Full Stack Developer,"Node.js, MongoDB, Express",7.7,B.Tech in Computer Applications,NA,8.52,13.64,synthetic,NA
QA Engineer,"JIRA, Test Automation, JUnit",3.7,B.Tech in Computer Science,ISTQB,7.95,13.33,synthetic,NA
DevOps Engineer,"Docker, CI/CD, Kubernetes",1.4,B.Tech in Information Technology,Docker Certified Associate,8.66,14.54,synthetic,NA
DevOps Engineer,"Docker, Kubernetes, CI/CD",6.2,MS in Cloud Computing,AWS Certified DevOps Engineer,8.57,16.19,synthetic,NA
Backend Developer,"Flask, GraphQL, Node.js",4.6,M.Tech in Software Systems,NA,6.0,4.84,synthetic,NA
Product Manager,"User Research, JIRA, Roadmap Planning",7.1,MBA in Technology Management,Certified Scrum Product Owner,9.34,18.86,synthetic,NA
Frontend Developer,"React, CSS, Angular",1.1,MS in UI/UX Design,NA,8.9,12.14,synthetic,NA
Cybersecurity Analyst,"SIEM, Ethical Hacking, SOC",2.2,MS in Information Security,CompTIA Security+,8.01,12.91,synthetic,NA
Business Analyst,"Data Analysis, SQL, Stakeholder Management",0.7,MBA in Data Analytics,Certified Business Analysis Professional,7.96,12.16,synthetic,NA
Business Analyst,"Data Analysis, Stakeholder Management, SQL",5.9,MBA in Data Analytics,Certified Business Analysis Professional,7.13,11.75,synthetic,NA
DevOps Engineer,"Kubernetes, Docker, CI/CD",2.2,MS in Cloud Computing,AWS Certified DevOps Engineer,5.0,3.88,synthetic,NA
Cybersecurity Analyst,"Penetration Testing, Network Security, Ethical Hacking",6.6,MS in Information Security,CISSP,7.4,12.84,synthetic,NA
Backend Developer,"Spring Boot, Node.js, Flask",1.5,M.Tech in Software Systems,NA,5.5,2.1,synthetic,NA
Data Scientist,"Deep Learning, Statistics, Python",5.2,MS in Artificial Intelligence,TensorFlow Developer,7.34,12.1,synthetic,NA
Full Stack Developer,"React, Express, Django",5.4,MS in Full Stack Development,NA,7.95,11.01,synthetic,NA
Software Engineer,"Python, Java, C++",0.0,B.Tech in Computer Science,NA,8.81,11.43,synthetic,NA
Business Analyst,"Excel, Data Analysis, Tableau",3.6,BBA in Business Analytics,Certified Business Analysis Professional,7.36,11.52,synthetic,NA
Cybersecurity Analyst,"Penetration Testing, Ethical Hacking, SIEM",7.4,BS in Cybersecurity,CompTIA Security+,6.74,11.18,synthetic,NA
Full Stack Developer,"Django, React, Node.js",7.5,B.Tech in Computer Applications,NA,8.46,13.38,synthetic,NA
DevOps Engineer,"Terraform, Docker, AWS",8.0,B.Tech in Information Technology,AWS Certified DevOps Engineer,7.22,12.86,synthetic,NA
Cybersecurity Analyst,"Penetration Testing, Ethical Hacking, Network Security",0.1,BS in Cybersecurity,CISSP,7.97,11.95,synthetic,NA
Database Administrator,"MySQL, PostgreSQL, SQL",6.0,BS in Database Management,AWS Database Specialty,9.33,18.39,synthetic,NA
QA Engineer,"Selenium, Test Automation, JIRA",7.5,MS in Software Testing,Certified Selenium Tester,7.38,13.14,synthetic,NA
Embedded Software Engineer,"C++, IoT, Microcontrollers",2.3,B.Tech in Embedded Systems,ARM Certified Embedded Developer,7.21,10.55,synthetic,NA
Product Manager,"JIRA, Agile, User Research",1.6,BBA in Product Management,Certified Scrum Product Owner,8.05,12.79,synthetic,NA
Full Stack Developer,"Node.js, MongoDB, Django",6.1,MS in Full Stack Development,NA,6.87,8.05,synthetic,NA
Database Administrator,"PostgreSQL, SQL, Database Optimization",7.4,MS in Data Engineering,AWS Database Specialty,6.8,11.36,synthetic,NA
Frontend Developer,"Angular, React, JavaScript",3.0,MS in UI/UX Design,NA,7.62,9.06,synthetic,NA
AI/ML Engineer,"Reinforcement Learning, NLP, TensorFlow",5.7,PhD in AI,Google Professional ML Engineer,8.52,15.84,synthetic,NA
Data Scientist,"R, Machine Learning, Statistics",5.5,MS in Artificial Intelligence,AWS Machine Learning,7.49,12.67,synthetic,NA
AI/ML Engineer,"Reinforcement Learning, Computer Vision, NLP",5.9,PhD in AI,Deep Learning Specialization,6.53,9.95,synthetic,NA
Cloud Engineer,"Google Cloud, Azure, DevOps",9.9,B.Tech in Computer Science,AWS Solutions Architect,8.81,18.39,synthetic,NA
Cybersecurity Analyst,"SOC, Ethical Hacking, SIEM",1.4,MS in Information Security,CISSP,5.87,6.17,synthetic,NA
DevOps Engineer,"Docker, AWS, Terraform",4.8,B.Tech in Information Technology,AWS Certified DevOps Engineer,9.9,19.62,synthetic,NA
Software Engineer,"Algorithms, C++, Java",1.6,BS in Software Engineering,NA,7.64,8.56,synthetic,NA
QA Engineer,"JIRA, Test Automation, JUnit",4.9,B.Tech in Computer Science,ISTQB,7.72,13.12,synthetic,NA
Cloud Engineer,"Azure, DevOps, Google Cloud",4.3,B.Tech in Computer Science,Azure Fundamentals,7.38,11.86,synthetic,NA
System Administrator,"Firewall, Windows Server, Bash Scripting",6.2,MS in Systems Engineering,Red Hat Certified Engineer,8.29,15.35,synthetic,NA
System Administrator,"Windows Server, Firewall, Bash Scripting",7.0,MS in Systems Engineering,Microsoft Certified Solutions Expert,6.97,11.71,synthetic,NA
Product Manager,"Roadmap Planning, User Research, Scrum",6.7,BBA in Product Management,Certified Scrum Product Owner,6.58,10.42,synthetic,NA
Product Manager,"JIRA, User Research, Agile",0.6,BBA in Product Management,Certified Scrum Product Owner,7.89,11.91,synthetic,NA
Backend Developer,"Django, Node.js, Flask",4.0,M.Tech in Software Systems,NA,7.37,8.71,synthetic,NA
System Administrator,"Firewall, Networking, Windows Server",6.3,BS in IT Administration,Red Hat Certified Engineer,7.6,13.32,synthetic,NA
Business Analyst,"SQL, Stakeholder Management, Data Analysis",2.2,BBA in Business Analytics,Certified Business Analysis Professional,6.72,9.04,synthetic,NA
Cloud Engineer,"Azure, DevOps, AWS",5.2,MS in Cloud Computing,Azure Fundamentals,8.23,14.77,synthetic,NA
QA Engineer,"JIRA, JUnit, Bug Tracking",4.8,B.Tech in Computer Science,Certified Selenium Tester,7.86,13.5,synthetic,NA
Cybersecurity Analyst,"SOC, Penetration Testing, Network Security",7.1,MS in Information Security,CISSP,8.15,15.29,synthetic,NA
Full Stack Developer,"MongoDB, Express, Django",2.4,B.Tech in Computer Applications,NA,6.9,6.66,synthetic,NA
Frontend Developer,"Angular, React, Vue.js",4.7,MS in UI/UX Design,NA,10.0,16.88,synthetic,NA
QA Engineer,"Bug Tracking, JIRA, Selenium",7.0,B.Tech in Computer Science,ISTQB,7.97,14.71,synthetic,NA
Full Stack Developer,"Express, React, Node.js",3.4,B.Tech in Computer Applications,NA,8.49,11.83,synthetic,NA
DevOps Engineer,"AWS, Docker, CI/CD",1.5,MS in Cloud Computing,Docker Certified Associate,6.67,8.61,synthetic,NA
Full Stack Developer,"Express, React, Node.js",6.2,B.Tech in Computer Applications,NA,7.23,9.17,synthetic,NA
System Administrator,"Bash Scripting, Linux, Networking",3.1,MS in Systems Engineering,Red Hat Certified Engineer,6.79,9.61,synthetic,NA
Full Stack Developer,"React, Node.js, MongoDB",6.0,MS in Full Stack Development,NA,6.15,5.85,synthetic,NA
Business Analyst,"Data Analysis, SQL, Excel",6.5,MBA in Data Analytics,Certified Business Analysis Professional,6.87,11.21,synthetic,NA
QA Engineer,"JUnit, Selenium, JIRA",6.9,B.Tech in Computer Science,ISTQB,6.95,11.61,synthetic,NA
Backend Developer,"Node.js, Django, GraphQL",7.4,B.Tech in Software Engineering,NA,7.79,11.33,synthetic,NA
Backend Developer,"GraphQL, Django, Node.js",12.4,B.Tech in Software Engineering,NA,7.29,11.83,synthetic,NA
Frontend Developer,"JavaScript, Angular, React",6.1,MS in UI/UX Design,NA,7.63,10.33,synthetic,NA
QA Engineer,"Bug Tracking, JIRA, JUnit",0.0,B.Tech in Computer Science,Certified Selenium Tester,7.03,9.09,synthetic,NA
AI/ML Engineer,"TensorFlow, Reinforcement Learning, PyTorch",7.8,PhD in AI,Deep Learning Specialization,7.76,14.4,synthetic,NA
Embedded Software Engineer,"IoT, RTOS, C++",1.9,B.Tech in Embedded Systems,ARM Certified Embedded Developer,6.91,9.49,synthetic,NA
Embedded Software Engineer,"C, IoT, RTOS",4.8,B.Tech in Embedded Systems,ARM Certified Embedded Developer,9.81,19.35,synthetic,NA
Software Engineer,"Java, Data Structures, Algorithms",4.9,BS in Software Engineering,NA,6.52,6.52,synthetic,NA
Data Scientist,"Deep Learning, Machine Learning, R",5.3,MS in Artificial Intelligence,TensorFlow Developer,7.3,12.02,synthetic,NA
Cloud Engineer,"Terraform, Google Cloud, DevOps",5.3,B.Tech in Computer Science,AWS Solutions Architect,8.28,14.96,synthetic,NA
Backend Developer,"Node.js, Flask, Django",4.9,M.Tech in Software Systems,NA,6.16,5.44,synthetic,NA
Full Stack Developer,"Django, MongoDB, Express",3.2,B.Tech in Computer Applications,NA,6.97,7.19,synthetic,NA
Data Scientist,"Statistics, R, Deep Learning",6.7,PhD in Machine Learning,TensorFlow Developer,7.13,12.07,synthetic,NA
Full Stack Developer,"Django, React, MongoDB",9.3,B.Tech in Computer Applications,NA,7.3,10.62,synthetic,NA
Cybersecurity Analyst,"Network Security, Ethical Hacking, SIEM",4.2,BS in Cybersecurity,CEH,6.26,8.46,synthetic,NA
DevOps Engineer,"Kubernetes, Docker, CI/CD",2.1,MS in Cloud Computing,AWS Certified DevOps Engineer,7.58,11.58,synthetic,NA
Data Scientist,"Statistics, Python, Machine Learning",5.0,MS in Artificial Intelligence,AWS Machine Learning,5.6,6.8,synthetic,NA
Cloud Engineer,"Google Cloud, Terraform, DevOps",11.2,MS in Cloud Computing,AWS Solutions Architect,7.22,14.14,synthetic,NA
AI/ML Engineer,"PyTorch, Reinforcement Learning, Computer Vision",7.0,MS in Deep Learning,Deep Learning Specialization,6.46,10.18,synthetic,NA
Full Stack Developer,"Express, Node.js, MongoDB",8.5,MS in Full Stack Development,NA,6.25,7.15,synthetic,NA
Backend Developer,"Django, GraphQL, Flask",8.1,M.Tech in Software Systems,NA,6.24,6.96,synthetic,NA
System Administrator,"Windows Server, Firewall, Bash Scripting",6.5,MS in Systems Engineering,Microsoft Certified Solutions Expert,8.78,16.94,synthetic,NA
Full Stack Developer,"MongoDB, Node.js, Express",3.4,MS in Full Stack Development,NA,8.85,12.91,synthetic,NA
System Administrator,"Linux, Firewall, Windows Server",0.2,MS in Systems Engineering,Microsoft Certified Solutions Expert,5.93,5.87,synthetic,NA
Software Engineer,"Java, Data Structures, Python",8.7,M.Tech in Computer Science,NA,8.13,12.87,synthetic,NA
Backend Developer,"Flask, Node.js, GraphQL",4.3,M.Tech in Software Systems,NA,7.96,10.6,synthetic,NA
QA Engineer,"Bug Tracking, JIRA, Selenium",6.5,B.Tech in Computer Science,Certified Selenium Tester,6.02,8.66,synthetic,NA
AI/ML Engineer,"NLP, Reinforcement Learning, TensorFlow",0.5,BS in AI & ML,Google Professional ML Engineer,9.3,16.1,synthetic,NA
QA Engineer,"Selenium, JIRA, JUnit",9.1,B.Tech in Computer Science,ISTQB,6.23,10.33,synthetic,NA
DevOps Engineer,"Kubernetes, Terraform, CI/CD",4.2,MS in Cloud Computing,Docker Certified Associate,7.34,11.7,synthetic,NA
Frontend Developer,"CSS, React, Angular",11.3,MS in UI/UX Design,NA,7.07,10.73,synthetic,NA
Product Manager,"Scrum, Agile, JIRA",6.9,BBA in Product Management,Certified Scrum Product Owner,10.0,20.76,synthetic,NA
Full Stack Developer,"React, MongoDB, Express",0.6,MS in Full Stack Development,NA,6.2,3.84,synthetic,NA
Backend Developer,"Node.js, Django, Flask",10.5,M.Tech in Software Systems,NA,6.08,7.44,synthetic,NA
Business Analyst,"Excel, Data Analysis, Stakeholder Management",1.9,BBA in Business Analytics,Certified Business Analysis Professional,7.7,11.86,synthetic,NA
Software Engineer,"C++, Algorithms, Data Structures",0.6,M.Tech in Computer Science,NA,6.53,4.83,synthetic,NA
AI/ML Engineer,"PyTorch, TensorFlow, Computer Vision",4.3,BS in AI & ML,Deep Learning Specialization,8.26,14.5,synthetic,NA
Full Stack Developer,"Express, Node.js, MongoDB",0.0,MS in Full Stack Development,NA,7.86,8.58,synthetic,NA
Cloud Engineer,"DevOps, Azure, AWS",0.1,B.Tech in Computer Science,AWS Solutions Architect,7.13,9.43,synthetic,NA
Embedded Software Engineer,"C, C++, Microcontrollers",9.9,B.Tech in Embedded Systems,ARM Certified Embedded Developer,7.85,15.51,synthetic,NA
AI/ML Engineer,"Computer Vision, Reinforcement Learning, PyTorch",7.3,PhD in AI,Deep Learning Specialization,5.73,8.11,synthetic,NA
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM",4.3,MS in Information Security,CISSP,8.3,14.62,synthetic,NA
QA Engineer,"JIRA, Selenium, JUnit",2.3,B.Tech in Computer Science,Certified Selenium Tester,8.07,13.13,synthetic,NA
Embedded Software Engineer,"IoT, C, C++",5.8,B.Tech in Embedded Systems,ARM Certified Embedded Developer,7.96,14.2,synthetic,NA
Product Manager,"Roadmap Planning, Agile, Scrum",6.7,MBA in Technology Management,Certified Scrum Product Owner,7.29,12.55,synthetic,NA
Database Administrator,"PostgreSQL, SQL, MySQL",10.0,BS in Database Management,AWS Database Specialty,8.2,16.6,synthetic,NA
DevOps Engineer,"Terraform, Docker, Kubernetes",4.8,MS in Cloud Computing,AWS Certified DevOps Engineer,6.92,10.68,synthetic,NA
Data Scientist,"Statistics, R, Deep Learning",6.2,BS in Data Science,AWS Machine Learning,9.09,17.75,synthetic,NA
QA Engineer,"Bug Tracking, Test Automation, Selenium",7.7,MS in Software Testing,ISTQB,9.6,19.88,synthetic,NA
Business Analyst,"Stakeholder Management, Tableau, Excel",4.1,BBA in Business Analytics,Certified Business Analysis Professional,6.13,8.03,synthetic,NA
DevOps Engineer,"Kubernetes, AWS, Docker",8.9,MS in Cloud Computing,Docker Certified Associate,8.83,18.05,synthetic,NA
QA Engineer,"Selenium, JUnit, JIRA",4.9,B.Tech in Computer Science,Certified Selenium Tester,6.26,8.74,synthetic,NA
Backend Developer,"GraphQL, Node.js, Flask",8.2,M.Tech in Software Systems,NA,6.27,7.09,synthetic,NA
Data Scientist,"Statistics, Python, R",6.2,MS in Artificial Intelligence,AWS Machine Learning,6.17,8.99,synthetic,NA
QA Engineer,"Test Automation, Bug Tracking, JUnit",2.9,MS in Software Testing,Certified Selenium Tester,8.27,13.97,synthetic,NA
Cloud Engineer,"Azure, AWS, DevOps",5.6,MS in Cloud Computing,Azure Fundamentals,5.72,7.4,synthetic,NA
DevOps Engineer,"AWS, Kubernetes, Docker",1.7,MS in Cloud Computing,AWS Certified DevOps Engineer,6.73,8.87,synthetic,NA
Database Administrator,"MongoDB, Database Optimization, SQL",13.0,MS in Data Engineering,AWS Database Specialty,6.78,13.54,synthetic,NA
AI/ML Engineer,"Reinforcement Learning, PyTorch, TensorFlow",6.0,PhD in AI,Google Professional ML Engineer,8.72,16.56,synthetic,NA
Cloud Engineer,"AWS, DevOps, Google Cloud",7.8,B.Tech in Computer Science,Azure Fundamentals,9.64,20.04,synthetic,NA
Database Administrator,"Database Optimization, PostgreSQL, SQL",6.1,MS in Data Engineering,AWS Database Specialty,6.56,10.12,synthetic,NA
Product Manager,"Agile, User Research, JIRA",4.5,BBA in Product Management,Certified Scrum Product Owner,8.72,15.96,synthetic,NA
Backend Developer,"GraphQL, Flask, Node.js",4.8,B.Tech in Software Engineering,NA,7.61,9.75,synthetic,NA
QA Engineer,"JIRA, Bug Tracking, Test Automation",4.1,B.Tech in Computer Science,Certified Selenium Tester,7.79,13.01,synthetic,NA
Cloud Engineer,"AWS, DevOps, Azure",2.5,B.Tech in Computer Science,Azure Fundamentals,9.39,17.17,synthetic,NA
System Administrator,"Firewall, Linux, Windows Server",2.3,MS in Systems Engineering,Red Hat Certified Engineer,5.74,6.14,synthetic,NA
Data Scientist,"Python, R, Machine Learning",6.7,MS in Artificial Intelligence,TensorFlow Developer,8.23,15.37,synthetic,NA
Data Scientist,"R, Machine Learning, Statistics",1.6,MS in Artificial Intelligence,AWS Machine Learning,8.59,14.41,synthetic,NA
Embedded Software Engineer,"C++, RTOS, C",8.4,MS in IoT,ARM Certified Embedded Developer,6.24,10.08,synthetic,NA
QA Engineer,"JUnit, Selenium, Bug Tracking",0.0,B.Tech in Computer Science,Certified Selenium Tester,5.79,5.37,synthetic,NA
System Administrator,"Bash Scripting, Linux, Windows Server",4.6,MS in Systems Engineering,Microsoft Certified Solutions Expert,6.94,10.66,synthetic,NA
Data Scientist,"R, Python, Deep Learning",5.5,MS in Artificial Intelligence,TensorFlow Developer,8.88,16.84,synthetic,NA
Full Stack Developer,"Express, Django, Node.js",5.3,MS in Full Stack Development,NA,7.84,10.64,synthetic,NA
Data Scientist,"R, Deep Learning, Python",4.5,BS in Data Science,TensorFlow Developer,5.2,5.4,synthetic,NA
Product Manager,"User Research, JIRA, Roadmap Planning",2.5,MBA in Technology Management,Certified Scrum Product Owner,6.15,7.45,synthetic,NA
Backend Developer,"Flask, GraphQL, Spring Boot",6.0,M.Tech in Software Systems,NA,7.15,8.85,synthetic,NA
Business Analyst,"SQL, Data Analysis, Tableau",4.0,MBA in Data Analytics,Certified Business Analysis Professional,8.34,14.62,synthetic,NA
Database Administrator,"MySQL, Database Optimization, PostgreSQL",7.8,BS in Database Management,Oracle Certified DBA,7.17,12.63,synthetic,NA
AI/ML Engineer,"TensorFlow, Reinforcement Learning, Computer Vision",2.0,MS in Deep Learning,Deep Learning Specialization,7.45,11.15,synthetic,NA
Software Engineer,"Python, Algorithms, Java",0.0,M.Tech in Computer Science,NA,7.73,8.19,synthetic,NA
Database Administrator,"SQL, MongoDB, Database Optimization",5.9,BS in Database Management,AWS Database Specialty,8.61,16.19,synthetic,NA
Frontend Developer,"CSS, JavaScript, React",5.7,MS in UI/UX Design,NA,7.99,11.25,synthetic,NA
DevOps Engineer,"Docker, CI/CD, AWS",7.4,B.Tech in Information Technology,AWS Certified DevOps Engineer,7.42,13.22,synthetic,NA
Data Scientist,"Statistics, Python, Machine Learning",2.8,BS in Data Science,TensorFlow Developer,5.97,7.03,synthetic,NA
AI/ML Engineer,"TensorFlow, PyTorch, NLP",8.6,MS in Deep Learning,Google Professional ML Engineer,5.72,8.6,synthetic,NA
Backend Developer,"Django, Flask, GraphQL",6.3,B.Tech in Software Engineering,NA,7.77,10.83,synthetic,NA
QA Engineer,"Bug Tracking, JUnit, Test Automation",6.8,MS in Software Testing,Certified Selenium Tester,8.37,15.83,synthetic,NA
System Administrator,"Windows Server, Firewall, Bash Scripting",9.4,BS in IT Administration,Microsoft Certified Solutions Expert,7.4,13.96,synthetic,NA
QA Engineer,"Bug Tracking, JIRA, Test Automation",9.8,MS in Software Testing,ISTQB,7.48,14.36,synthetic,NA
AI/ML Engineer,"Computer Vision, NLP, PyTorch",9.2,BS in AI & ML,Google Professional ML Engineer,9.54,20.3,synthetic,NA
System Administrator,"Linux, Networking, Firewall",7.2,BS in IT Administration,Red Hat Certified Engineer,7.32,12.84,synthetic,NA
Product Manager,"Agile, Roadmap Planning, User Research",9.3,MBA in Technology Management,Certified Scrum Product Owner,8.84,18.24,synthetic,NA
QA Engineer,"Test Automation, Bug Tracking, JUnit",6.0,MS in Software Testing,Certified Selenium Tester,6.38,9.54,synthetic,NA
AI/ML Engineer,"PyTorch, NLP, Reinforcement Learning",3.8,BS in AI & ML,Google Professional ML Engineer,7.16,11.0,synthetic,NA
Business Analyst,"Data Analysis, Tableau, Stakeholder Management",7.4,BBA in Business Analytics,Certified Business Analysis Professional,8.47,16.37,synthetic,NA
AI/ML Engineer,"TensorFlow, PyTorch, Computer Vision",8.6,BS in AI & ML,Google Professional ML Engineer,9.8,20.84,synthetic,NA
Data Scientist,"Deep Learning, Statistics, Python",1.1,PhD in Machine Learning,TensorFlow Developer,8.55,14.09,synthetic,NA
Database Administrator,"SQL, PostgreSQL, MongoDB",6.4,BS in Database Management,AWS Database Specialty,7.42,12.82,synthetic,NA
AI/ML Engineer,"Reinforcement Learning, PyTorch, TensorFlow",9.4,BS in AI & ML,Google Professional ML Engineer,7.97,15.67,synthetic,NA
Backend Developer,"GraphQL, Django, Spring Boot",8.1,M.Tech in Software Systems,NA,9.48,16.68,synthetic,NA
Product Manager,"Roadmap Planning, Agile, JIRA",7.2,BBA in Product Management,Certified Scrum Product Owner,8.13,15.27,synthetic,NA
Frontend Developer,"React, Angular, JavaScript",4.3,BS in Web Development,NA,6.53,6.31,synthetic,NA
DevOps Engineer,"AWS, CI/CD, Docker",3.6,B.Tech in Information Technology,Docker Certified Associate,7.16,10.92,synthetic,NA
Software Engineer,"Algorithms, Java, Data Structures",7.2,M.Tech in Computer Science,NA,7.27,9.69,synthetic,NA
Cloud Engineer,"DevOps, AWS, Terraform",2.2,MS in Cloud Computing,Azure Fundamentals,8.29,13.75,synthetic,NA
QA Engineer,"Selenium, Bug Tracking, Test Automation",6.3,B.Tech in Computer Science,Certified Selenium Tester,7.34,12.54,synthetic,NA
Backend Developer,"Node.js, Spring Boot, Django",5.7,B.Tech in Software Engineering,NA,8.33,12.27,synthetic,NA
Business Analyst,"Tableau, Excel, Data Analysis",0.7,BBA in Business Analytics,Certified Business Analysis Professional,5.79,5.65,synthetic,NA
Full Stack Developer,"Express, MongoDB, Django",5.7,B.Tech in Computer Applications,NA,7.2,8.88,synthetic,NA
Data Scientist,"Deep Learning, Statistics, Python",8.0,MS in Artificial Intelligence,AWS Machine Learning,8.47,16.61,synthetic,NA
Full Stack Developer,"Django, Express, React",3.5,B.Tech in Computer Applications,NA,8.28,11.24,synthetic,NA
AI/ML Engineer,"TensorFlow, NLP, Computer Vision",4.7,BS in AI & ML,Google Professional ML Engineer,7.63,12.77,synthetic,NA
System Administrator,"Networking, Bash Scripting, Linux",6.3,BS in IT Administration,Red Hat Certified Engineer,7.41,12.75,synthetic,NA
QA Engineer,"JUnit, Selenium, JIRA",6.3,B.Tech in Computer Science,ISTQB,8.5,16.02,synthetic,NA
Full Stack Developer,"Node.js, MongoDB, Express",0.6,MS in Full Stack Development,NA,7.72,8.4,synthetic,NA
System Administrator,"Networking, Linux, Windows Server",2.4,BS in IT Administration,Red Hat Certified Engineer,8.12,13.32,synthetic,NA
Frontend Developer,"Angular, CSS, Vue.js",7.2,BS in Web Development,NA,6.54,7.5,synthetic,NA
System Administrator,"Windows Server, Firewall, Networking",9.6,BS in IT Administration,Red Hat Certified Engineer,7.73,15.03,synthetic,NA
Embedded Software Engineer,"C, IoT, RTOS",4.6,MS in IoT,ARM Certified Embedded Developer,7.44,12.16,synthetic,NA
DevOps Engineer,"Docker, AWS, CI/CD",0.8,MS in Cloud Computing,Docker Certified Associate,6.97,9.23,synthetic,NA
System Administrator,"Bash Scripting, Networking, Windows Server",13.8,BS in IT Administration,Red Hat Certified Engineer,7.08,14.76,synthetic,NA
System Administrator,"Windows Server, Firewall, Networking",9.0,MS in Systems Engineering,Microsoft Certified Solutions Expert,8.69,17.67,synthetic,NA
Backend Developer,"Spring Boot, GraphQL, Django",9.1,B.Tech in Software Engineering,NA,6.42,7.9,synthetic,NA
AI/ML Engineer,"NLP, PyTorch, TensorFlow",1.5,BS in AI & ML,Deep Learning Specialization,7.04,9.72,synthetic,NA
DevOps Engineer,"AWS, Terraform, Kubernetes",7.9,B.Tech in Information Technology,Docker Certified Associate,6.97,12.07,synthetic,NA
Product Manager,"Scrum, User Research, JIRA",3.4,MBA in Technology Management,Certified Scrum Product Owner,8.02,13.42,synthetic,NA
Full Stack Developer,"React, Express, Node.js",2.2,MS in Full Stack Development,NA,7.6,8.68,synthetic,NA
Frontend Developer,"React, CSS, Vue.js",2.3,BS in Web Development,NA,9.17,13.43,synthetic,NA
Frontend Developer,"Vue.js, CSS, Angular",5.0,MS in UI/UX Design,NA,7.96,10.88,synthetic,NA
Database Administrator,"PostgreSQL, SQL, MySQL",0.3,MS in Data Engineering,AWS Database Specialty,7.51,10.65,synthetic,NA
System Administrator,"Firewall, Linux, Windows Server",3.7,MS in Systems Engineering,Red Hat Certified Engineer,7.18,11.02,synthetic,NA
Business Analyst,"Tableau, Stakeholder Management, Data Analysis",8.6,MBA in Data Analytics,Certified Business Analysis Professional,8.17,15.95,synthetic,NA
Software Engineer,"Data Structures, Java, Algorithms",4.4,BS in Software Engineering,NA,7.69,9.83,synthetic,NA
Frontend Developer,"JavaScript, Vue.js, CSS",6.4,BS in Web Development,NA,6.39,6.73,synthetic,NA
QA Engineer,"JIRA, JUnit, Bug Tracking",7.4,B.Tech in Computer Science,ISTQB,7.52,13.52,synthetic,NA
Cloud Engineer,"AWS, Google Cloud, Terraform",3.2,MS in Cloud Computing,Azure Fundamentals,7.15,10.73,synthetic,NA
Business Analyst,"Excel, Stakeholder Management, Tableau",0.1,BBA in Business Analytics,Certified Business Analysis Professional,7.67,11.05,synthetic,NA
Embedded Software Engineer,"C, C++, RTOS",7.6,B.Tech in Embedded Systems,ARM Certified Embedded Developer,6.49,10.51,synthetic,NA
Frontend Developer,"CSS, JavaScript, Angular",0.0,MS in UI/UX Design,NA,7.24,6.72,synthetic,NA
Backend Developer,"Node.js, Flask, Django",7.2,B.Tech in Software Engineering,NA,9.85,17.43,synthetic,NA
System Administrator,"Windows Server, Networking, Bash Scripting",5.1,MS in Systems Engineering,Red Hat Certified Engineer,8.11,14.37,synthetic,NA
Full Stack Developer,"MongoDB, Node.js, Express",9.0,B.Tech in Computer Applications,NA,10.0,18.6,synthetic,NA
Data Scientist,"Deep Learning, Machine Learning, Python",0.0,MS in Artificial Intelligence,AWS Machine Learning,6.22,6.66,synthetic,NA
